ID,Nombre,Goles,Foto,DefaultFoto,FechaNacimiento,Posicion,LugarNacimiento,Apodo,CampeonatosUruguayos,TitulosInternacionales,Oficiales_partidosjugados,Oficiales_partidosganados,Oficiales_partidosempatados,Oficiales_partidosperdidos,Oficiales_golesmarcados,Amistosos_partidosjugados,Amistosos_partidosganados,Amistosos_partidosempatados,Amistosos_partidosperdidos,Amistosos_golesmarcados,ClasicosOficiales_partidosjugados,ClasicosOficiales_partidosganados,ClasicosOficiales_partidosempatados,ClasicosOficiales_partidosperdidos,ClasicosOficiales_golesmarcados,ClasicosAmistosos_partidosjugados,ClasicosAmistosos_partidosganados,ClasicosAmistosos_partidosempatados,ClasicosAmistosos_partidosperdidos,ClasicosAmistosos_golesmarcados
385,José María Griecco,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\385.jpg,False,-,dDelantero,Uruguay,-,0.0,0.0,15.0,10.0,3.0,2.0,12.0,8.0,5.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Carlos Abel Linazza,16,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\386.jpg,False,29/09/1933,dDelantero,"Buenos Aires, Argentina",-,0.0,0.0,40.0,23.0,13.0,4.0,12.0,22.0,12.0,5.0,5.0,4.0,5.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
387,Rúben Agustín Martínez Toledo,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\387.jpg,False,06/08/1940,dcDefensa central,-,Sapito,0.0,0.0,5.0,2.0,1.0,2.0,0.0,7.0,5.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
388,Alfredo Moscarelli,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\388.jpg,True,-,voVolante ofensivo,"Paysandú, Uruguay",Conejo,0.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Víctor Pereyra,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\389.jpg,False,14/05/1933,voVolante ofensivo,"Montevideo, Uruguay",Viteca,0.0,0.0,11.0,6.0,3.0,2.0,4.0,7.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Alberto Pedro Spencer,326,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\390.jpg,False,06/12/1937,dDelantero,"Guayas, Ecuador",El negro,0.0,0.0,298.0,196.0,66.0,36.0,208.0,218.0,125.0,39.0,54.0,118.0,44.0,17.0,20.0,7.0,12.0,1.0,0.0,1.0,0.0,0.0
391,Roberto Matosas Postiglione,22,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\391.jpg,False,11/05/1940,dcDefensa central,"Soriano, Uruguay",Tarta,0.0,0.0,207.0,124.0,50.0,33.0,13.0,146.0,84.0,26.0,36.0,9.0,33.0,8.0,15.0,10.0,2.0,5.0,1.0,2.0,2.0,0.0
392,Guillermo Pedra,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\392.jpg,False,-,dDelantero,Uruguay,-,0.0,0.0,14.0,6.0,8.0,0.0,1.0,6.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Ángel Ruben Cabrera Santana,88,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\393.jpg,False,09/10/1939,dDelantero,"Soriano, Uruguay",Clano,0.0,0.0,64.0,41.0,14.0,9.0,47.0,77.0,36.0,17.0,24.0,41.0,10.0,4.0,4.0,2.0,4.0,3.0,0.0,2.0,1.0,0.0
394,Núber Dante Cano,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\394.jpg,False,06/09/1935,dcDefensa central,"Lavalleja, Uruguay",-,0.0,0.0,102.0,67.0,16.0,19.0,3.0,70.0,38.0,13.0,19.0,0.0,13.0,6.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0
395,Pedro Ramón Cubilla,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\395.jpg,False,25/08/1933,voVolante ofensivo,"Paysandú, Uruguay",-,0.0,0.0,12.0,7.0,4.0,1.0,0.0,13.0,8.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
396,José María Iriarte,17,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\396.jpg,False,-,dDelantero,-,-,0.0,0.0,14.0,9.0,2.0,3.0,7.0,29.0,18.0,4.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
397,Pedro Virgilio Rocha,214,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\397.jpg,False,03/12/1942,voVolante ofensivo,"Salto, Uruguay",El verdugo,0.0,0.0,269.0,185.0,47.0,37.0,137.0,189.0,102.0,42.0,45.0,77.0,41.0,16.0,17.0,8.0,12.0,3.0,0.0,2.0,1.0,2.0
398,Edgardo Nilson González,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\398.jpg,False,30/09/1936,ldLateral derecho,"Colonia, Uruguay",Diablo,0.0,0.0,104.0,80.0,9.0,15.0,1.0,94.0,53.0,21.0,20.0,0.0,14.0,9.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0
399,Juan Víctor Joya Cordero,112,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\399.jpg,False,25/02/1934,dDelantero,"Lima, Perú",Negro El Once,0.0,0.0,282.0,196.0,45.0,41.0,70.0,197.0,112.0,38.0,47.0,42.0,39.0,17.0,14.0,8.0,3.0,3.0,0.0,2.0,1.0,0.0
400,José Francisco Sasía,75,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\400.jpg,False,27/12/1933,dDelantero,"Treinta y Tres, Uruguay",Pepe,0.0,0.0,78.0,52.0,10.0,16.0,49.0,82.0,44.0,18.0,20.0,26.0,10.0,7.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
401,Matias Zelmar Aguirregary Guruceaga,9,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\401.jpg,False,01/04/1989,ldLateral derecho,"Porto Alegre, Brasil",Vasco,0.0,0.0,187.0,100.0,42.0,45.0,9.0,22.0,9.0,7.0,6.0,0.0,15.0,5.0,5.0,5.0,4.0,5.0,1.0,3.0,1.0,0.0
402,Maximo David Alonso Fontes,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\402.jpg,False,05/07/2002,dDelantero,"Maldonado, Uruguay",-,0.0,0.0,40.0,15.0,13.0,12.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
403,Agustín Álvarez Martínez,34,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\403.jpg,False,19/05/2001,dDelantero,"Canelones, Uruguay",Canario,0.0,0.0,90.0,47.0,25.0,18.0,34.0,5.0,3.0,2.0,0.0,0.0,7.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0
404,Agustín Álvarez Wallace,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\404.jpg,False,20/04/2001,vcVolante central,"Montevideo, Uruguay",-,0.0,0.0,63.0,39.0,13.0,11.0,0.0,14.0,10.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
405,Ramón Ginés Arias Quintero,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\405.jpg,False,27/07/1992,dcDefensa central,"Montevideo, Uruguay",Cachila,0.0,0.0,90.0,54.0,16.0,20.0,3.0,14.0,5.0,4.0,5.0,2.0,5.0,3.0,2.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0
406,Pablo Daniel Ceppelini Gatto,18,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\406.jpg,False,11/09/1991,voVolante ofensivo,"Montevideo, Uruguay",-,0.0,0.0,69.0,34.0,21.0,14.0,16.0,4.0,3.0,1.0,0.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0
407,Alejo Cruz Techera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\407.jpg,False,01/09/2000,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,8.0,4.0,1.0,3.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
408,Kevin Emiliano Dawson,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\408.jpg,False,08/02/1992,gGolero,"Colonia, Uruguay",-,0.0,0.0,226.0,124.0,56.0,46.0,0.0,28.0,12.0,10.0,6.0,0.0,19.0,6.0,8.0,5.0,0.0,6.0,4.0,1.0,1.0,0.0
409,Edgar Joel Elizalde,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\409.jpg,False,27/02/2000,dcDefensa central,"Florida, Uruguay",Canario,0.0,0.0,27.0,14.0,6.0,7.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
410,Walter Alejandro Gargano,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\410.jpg,False,23/07/1984,vcVolante central,"Paysandú, Uruguay",Mota,0.0,0.0,153.0,85.0,38.0,30.0,4.0,12.0,8.0,2.0,2.0,0.0,15.0,5.0,6.0,4.0,0.0,4.0,3.0,0.0,1.0,0.0
411,Ignacio Jesús Laquintana,10,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\411.jpg,False,01/02/1999,dDelantero,"Paysandú, Uruguay",-,0.0,0.0,73.0,38.0,18.0,17.0,8.0,7.0,5.0,2.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0
412,Bryan Olivera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\412.jpg,False,11/03/1994,voVolante ofensivo,"Florida, Estados Unidos",Rusito,0.0,0.0,6.0,4.0,1.0,1.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
413,Cristian Gonzalo Olivera,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\413.jpg,False,17/04/2002,dDelantero,"Montevideo, Uruguay",Kike,0.0,0.0,20.0,9.0,9.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
414,Juan Manuel Ramos,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\414.jpg,False,01/09/1996,liLateral izquierdo,"Montevideo, Uruguay",-,0.0,0.0,57.0,26.0,13.0,18.0,5.0,5.0,3.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
415,Rodrigo Agustín Saravia,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\415.jpg,False,17/08/2000,vcVolante central,"Montevideo, Uruguay",Cachete,0.0,0.0,61.0,33.0,10.0,18.0,3.0,9.0,6.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0
416,Rodrigo Abascal Barros,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\416.jpg,False,14/01/1994,dcDefensa central,"Montevideo, Uruguay",-,0.0,0.0,41.0,20.0,14.0,7.0,1.0,10.0,5.0,3.0,2.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
417,Rúben Daniel Bentancourt Morales,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\417.jpg,False,02/03/1993,dDelantero,"Salto, Uruguay",Cavanito,0.0,0.0,55.0,25.0,16.0,14.0,12.0,8.0,5.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0
418,Ezequiel Busquets Sanguinetti,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\418.jpg,False,24/10/2000,ldLateral derecho,"Rocha, Uruguay",-,0.0,0.0,47.0,24.0,15.0,8.0,1.0,12.0,7.0,4.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
419,Agustín Canobbio Graviz,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\419.jpg,False,01/10/1998,voVolante ofensivo,"Montevideo, Uruguay",-,0.0,0.0,125.0,69.0,33.0,23.0,12.0,13.0,8.0,5.0,0.0,2.0,14.0,4.0,6.0,4.0,1.0,3.0,3.0,0.0,0.0,1.0
420,Agustín Da Silveira,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\420.jpg,False,11/12/2000,dcDefensa central,"Artigas, Uruguay",-,0.0,0.0,28.0,17.0,5.0,6.0,0.0,5.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
421,Fabricio Orosmán Formiliano,18,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\421.jpg,False,14/01/1993,dcDefensa central,"Salto, Uruguay",Tito,0.0,0.0,148.0,89.0,32.0,27.0,17.0,19.0,7.0,8.0,4.0,1.0,15.0,5.0,6.0,4.0,2.0,3.0,2.0,0.0,1.0,1.0
422,Gonzalo Freitas,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\422.jpg,False,02/10/1991,vcVolante central,"Montevideo, Uruguay",-,0.0,0.0,17.0,8.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,Nicolás Walter Gaitán,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\423.jpg,False,23/02/1988,voVolante ofensivo,"Buenos Aires, Argentina",-,0.0,0.0,10.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,Nicolás García,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\424.jpg,False,05/10/2000,dDelantero,"Rocha, Uruguay",-,0.0,0.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,Giovanni Alessandro González,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\425.jpg,False,20/09/1994,ldLateral derecho,"Montevideo, Uruguay",-,0.0,0.0,141.0,76.0,35.0,30.0,6.0,19.0,10.0,7.0,2.0,1.0,13.0,3.0,6.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0
426,Gary Christofer Kagelmacher,7,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\426.jpg,False,21/04/1988,dcDefensa central,"Montevideo, Uruguay",-,0.0,0.0,80.0,41.0,24.0,15.0,7.0,7.0,2.0,3.0,2.0,0.0,7.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
427,Franco Nicolás Martínez,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\427.jpg,False,26/11/1998,vcVolante central,"Artigas, Uruguay",-,0.0,0.0,26.0,16.0,3.0,7.0,0.0,12.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
428,Damián Marcelo Musto,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\428.jpg,False,09/06/1987,vcVolante central,"Santa Fé, Argentina",-,0.0,0.0,54.0,30.0,16.0,8.0,0.0,4.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0
429,Ariel Gerardo Nahuelpán,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\429.jpg,False,15/10/1987,dDelantero,"Buenos Aires, Argentina",Invasor,0.0,0.0,25.0,13.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
430,Victorio Maximiliano Pereira,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\430.jpg,False,08/06/1984,ldLateral derecho,"Montevideo, Uruguay",Mono,0.0,0.0,25.0,18.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
431,Joaquin Piquerez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\431.jpg,False,24/08/1998,liLateral izquierdo,"Montevideo, Uruguay",-,0.0,0.0,53.0,28.0,14.0,11.0,0.0,5.0,2.0,2.0,1.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Carlos Emilio Rodríguez,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\432.jpg,False,07/04/1990,dcDefensa central,"Montevideo, Uruguay",Paco,0.0,0.0,42.0,25.0,10.0,7.0,3.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
433,Diego Valentín Rodríguez,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\433.jpg,False,13/06/2001,liLateral izquierdo,"Montevideo, Uruguay",Ojito,0.0,0.0,68.0,34.0,22.0,12.0,2.0,7.0,5.0,2.0,0.0,0.0,5.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
434,Nicolás Rossi,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\434.jpg,False,21/03/2002,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,51.0,24.0,10.0,17.0,3.0,7.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
435,Nicolás Schiappacasse,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\435.jpg,False,12/01/1999,dDelantero,"Montevideo, Uruguay",Chapa,0.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,Miguel David Terans,25,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\436.jpg,False,11/08/1994,dDelantero,"Montevideo, Uruguay",-,0.0,0.0,72.0,37.0,17.0,18.0,25.0,11.0,4.0,4.0,3.0,0.0,5.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0
437,Facundo Daniel Torres,19,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\437.jpg,False,13/04/2000,voVolante ofensivo,"Montevideo, Uruguay",Cuervo,0.0,0.0,71.0,37.0,20.0,14.0,16.0,13.0,7.0,5.0,1.0,3.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
438,Jesús Emiliano Trindade,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\438.jpg,False,10/07/1993,vcVolante central,"Salto, Uruguay",-,0.0,0.0,133.0,69.0,37.0,27.0,5.0,15.0,6.0,7.0,2.0,0.0,12.0,3.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0
439,Alvino Volpi Neto,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\439.jpg,False,01/08/1992,gGolero,"Santa Catarina, Brasil",-,0.0,0.0,9.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,Darío Cottiga,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\440.jpg,True,-,voVolante ofensivo,Uruguay,-,0.0,0.0,4.0,2.0,0.0,2.0,0.0,8.0,6.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
441,Luis Gutiérrez,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\441.jpg,False,22/04/1939,gGolero,-,Bananita,0.0,0.0,13.0,5.0,5.0,3.0,0.0,15.0,8.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
442,Juan Vicente Lezcano,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\442.jpg,False,05/04/1937,dcDefensa central,"Asunción, Paraguay",-,0.0,0.0,150.0,111.0,19.0,20.0,0.0,160.0,89.0,37.0,34.0,0.0,21.0,10.0,6.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0
443,José Rótulo,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\443.jpg,False,20/05/1940,liLateral izquierdo,"Montevideo, Uruguay",-,0.0,0.0,29.0,14.0,7.0,8.0,0.0,26.0,12.0,5.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
444,Guillermo Varela,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\444.jpg,False,24/03/1993,ldLateral derecho,"Montevideo, Uruguay",-,0.0,0.0,31.0,21.0,3.0,7.0,0.0,7.0,5.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
445,Lucas Camilo Hernández,14,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\445.jpg,False,05/08/1992,liLateral izquierdo,"Montevideo, Uruguay",-,0.0,0.0,204.0,121.0,42.0,41.0,13.0,21.0,8.0,7.0,6.0,1.0,16.0,5.0,9.0,2.0,1.0,6.0,2.0,1.0,3.0,0.0
446,Fabián Larry Estoyanoff Poggio,67,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\446.jpg,False,27/09/1982,dDelantero,"Montevideo, Uruguay",Lolo,0.0,0.0,280.0,162.0,54.0,64.0,57.0,47.0,20.0,20.0,7.0,10.0,23.0,10.0,7.0,6.0,2.0,10.0,4.0,3.0,3.0,0.0
447,Cristian Rodríguez,54,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\447.jpg,False,30/09/1985,voVolante ofensivo,"Colonia, Uruguay",Cebolla,0.0,0.0,194.0,111.0,44.0,39.0,48.0,33.0,19.0,9.0,5.0,6.0,19.0,7.0,9.0,3.0,5.0,6.0,4.0,0.0,2.0,0.0
448,Cristian Brandon Martín Palacios,40,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\448.jpg,False,02/09/1990,dDelantero,"Salto, Uruguay",Chorri,0.0,0.0,71.0,48.0,10.0,13.0,30.0,34.0,14.0,11.0,9.0,10.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
449,Fidel Francisco Martínez,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\449.jpg,False,15/02/1990,dDelantero,"Sucumbíos, Ecuador",Alegria,0.0,0.0,15.0,10.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
450,Maximiliano Rubén Rodríguez,16,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\450.jpg,False,02/01/1981,voVolante ofensivo,"Rosario, Argentina",La Fiera,0.0,0.0,49.0,37.0,6.0,6.0,15.0,6.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
451,Ricardo Guzmán Pereira,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\451.jpg,False,16/05/1991,vcVolante central,"Montevideo, Uruguay",-,0.0,0.0,116.0,68.0,26.0,22.0,1.0,30.0,14.0,10.0,6.0,0.0,10.0,2.0,6.0,2.0,0.0,4.0,3.0,0.0,1.0,0.0
452,Gabriel Matías Fernández,21,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\452.jpg,False,13/05/1994,dDelantero,"Montevideo, Uruguay",Toro,0.0,0.0,54.0,32.0,11.0,11.0,18.0,6.0,3.0,3.0,0.0,3.0,5.0,1.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
453,Mathías Corujo Díaz,6,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\453.jpg,False,08/05/1986,ldLateral derecho,"Canelones, Uruguay",Chiche,0.0,0.0,64.0,37.0,10.0,17.0,5.0,18.0,9.0,6.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0
454,Rodrigo Rojo,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\454.jpg,False,21/07/1989,liLateral izquierdo,"Montevideo, Uruguay",-,0.0,0.0,33.0,18.0,5.0,10.0,2.0,8.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,Rodrigo Andrés Piñeiro,5,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\455.jpg,False,05/05/1999,dDelantero,"Montevideo, Uruguay",Loly,0.0,0.0,7.0,4.0,1.0,2.0,0.0,9.0,6.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
456,Brian Rodríguez,3,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\456.jpg,False,20/05/2000,voVolante ofensivo,"Rivera, Uruguay",-,0.0,0.0,26.0,16.0,4.0,6.0,3.0,9.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
457,Luis Eduardo Maldonado,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\457.jpg,False,26/03/1985,dcDefensa central,"Montevideo, Uruguay",Toco,0.0,0.0,7.0,4.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
458,Enzo Gabriel Martínez,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\458.jpg,False,29/04/1998,dcDefensa central,"Artigas, Uruguay",Topo,0.0,0.0,26.0,10.0,9.0,7.0,1.0,20.0,10.0,8.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
459,Marcel Novick,2,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\459.jpg,False,11/10/1983,vcVolante central,"Montevideo, Uruguay",Vikingo,0.0,0.0,129.0,80.0,26.0,23.0,2.0,45.0,20.0,15.0,10.0,0.0,9.0,2.0,4.0,3.0,1.0,4.0,2.0,0.0,2.0,0.0
460,Thiago Gastón Cardozo Brugman,0,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\460.jpg,False,31/07/1996,gGolero,"Colonia, Uruguay",-,0.0,0.0,50.0,26.0,11.0,13.0,0.0,27.0,17.0,8.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
461,Kevin Lewis,1,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\461.jpg,False,08/01/1999,liLateral izquierdo,"Rocha, Uruguay",-,0.0,0.0,6.0,3.0,1.0,2.0,0.0,14.0,10.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Marcos Matías De los Santos,4,c:\xampp\htdocs\Libros\proyect_1891\src\..\data\images\462.jpg,False,28/09/1998,vcVolante central,"Artigas, Uruguay",-,0.0,0.0,32.0,18.0,6.0,8.0,2.0,19.0,9.0,7.0,3.0,2.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
